,ID,Provider,AddressLine1,AddressLine2,City,State,PostalCode,Phone1_Type,Phone1_Number,Phone2_Type,Phone2_Number,FaxNumber,WebsiteUrl,EmailAddress,ContactName,ContactBusinessTitle,HOUSING,COMMUNITY SUPPORT & HEALTH SERVICES,OUTDOOR SPACES AND BUILDINGS,RESPECT AND SOCIAL INCLUSION,TRANSPORT,CIVIC PARTICIPATION & EMPLOYMENT,COMMUNICATION & INFORMATION,SOCIAL PARTICIPATION,Elderly and Disabled,Assisted Living,Independent Living,Bridge to Independence,Traumatic Brain Injury / Spinal Cord Injury,Intellectual Disability / Developmental Disability,Private Pay: Credit,Private Pay: Cash,Other,Private Insurance,Medicare,Medicaid,Private Pay: Check
731,732,Home Care Solutions,11010 Highway 49,Suite 3,Gulfport,MS,39525,Main,2285390034,Other,2285390053,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
732,733,"Home Care Solutions, Incorporated",1931 Veterans Drive,,Southaven,MS,38671,Main,9015094400,Main,6623930180,(662) 393-0180,http://www.homehealthcareagencies.con/southaven/home-care-solutions,email@hcareplus.com,Charlotte,,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
733,734,Homechoice Heath Care Services,135 West Center Street,,Hernando,MS,38632,Main,6624494955,,,,,email@hcareplus.com,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
734,735,Home Delivery Incontinent Supplies,9385 Dielman Industries,,Olivette,MO,63132,Main,3149978771,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
735,736,Home Doctors Repair and Remodeling,106 Regency Drive,,Hattiesburg,MS,39402,Main,3149978771,,,,,,,,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
736,737,"Home Health Solutions, Incorporated",990 South Rogers Circle,Suite 3,Boca Raton,FL,33487,Main,5619942477,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
737,738,Home Instead Senior Care,428 North Lamar Boulevard,Suite 111,Oxford,MS,38655,Main,6622383340,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
738,739,Home Instead Senior Care*,"2122 Oak Grove Road, Suite F1",,Hattiesburg,MS,39402,Main,6012612114,,,(601) 261-2116,www.homeinstead.com/hattiesburg,,Bob & Anna Edenfield,Owners,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
739,740,Home Instead Senior Care/Ocean Springs*,1716 Government Street,Suite C,Ocean Springs,MS,39564,Main,2288186110,Toll Free Hotline,8003110855,(228) 818-6113,www.homeinstead.com/486,mhsukiennik@aol.com,Mary Sukiennik,,False,True,False,False,False,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,True
740,741,"Home Life Oxygen, LLC",1675 North Shelby Oaks Drive North,Suite 1,Memphis,TN,38134,Main,9013733503,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
741,742,Homemaker,711 South Applegate,,Winona,MS,38967,Main,6622832675,Other,6622835875,,www.ncpdd.org,,,,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
742,743,Home Management Homemaker Services,108 East South Street,,Hollandale,MS,38748,Main,6628272848,Other,6628275755,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
743,744,Home Med,199 Brookmoor Drive,,Columbus,MS,39705,Main,6623286865,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
744,745,Home Medical Equipment,923 Wayne Street,,Waynesboro,MS,39367,Main,6017354444,Other,6017353314,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
745,746,Home Sweet Home,512 Thomas Street,,Boyle,MS,38730,Main,6625454867,,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
746,747,"Home to Stay, LLC",85 Oak Drive,,Perkinston,MS,39573,Main,6625454867,,,,www.myhometostay.com,,,,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
747,748,Hometown Health Care,444 East President's Highway,,Tupelo,MS,38801,Main,6628405202,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
748,749,Hometown Health Care,101 Doctor's Park,,Starkville,MS,39759,Main,6623248338,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
749,750,Hometown Healthcare,107 East Washington,,Houston,MS,38851,Main,6624564630,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
750,751,Home Well Construction,"7738 Old Canton Rd, Suite D",,Ridgeland,MS,39157,Main,6012015595,,,,,warren@homewellms.com,J.Warren Brandon,Owner & General Contractor,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
751,752,Horn Lake and  Southaven Samaritans,2600 West Goodman Road,,Horn Lake,MS,38637,Main,6623936439,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
752,753,Horton's Orthotic Lab,5220 West 12th Street,,Little Rock,AR,72204,Main,5016632908,,,,http://hortonsoandp.com/,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
753,754,Hospice Advantage of Biloxi,4107 Popps Ferry Road,,D'Iberville,MS,39540,Main,2283549636,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,False
754,755,Hospice of Light - Gautier,"2012 Highway 90, Suite 29",,Gautier,MS,39553,Main,2284972400,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,False
755,756,Hospital Discount Drugs*,919 Holland Avenue,,Philadelphia,MS,39350,Main,6016562621,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
756,757,Houlka Senior Citizens Center,136 Robin Hood Lane,,Houlka,MS,38850,Main,6625683305,,,,https://411.city/MS-Houlka-38850-9681-Houlka-Senior-Citizens-Center-6625683305/,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
757,758,House of Grace,2136 Stateline Rd W # A,P. O. Box 272,Southaven,MS,38671,Main,6625683305,,,(662) 253-0251,http://www.houseofgraceofms.org/,,,,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
758,759,Housing - 2010-Moss Point *,4500 Elder Street,,Moss Point,MS,39563,Main,2284747971,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
759,760,Houston Clinic for Women,1002 East Madison,,Buena Vista,MS,38851,Main,6624561400,,,(484) 401-3257,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
760,761,"Houston Discount Pharmacy, Incorporated",110 East Main STreet,,Baldwyn,MS,38824,Main,6623658261,,,(484) 401-3257,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
761,762,Hoveround Corporation,6010 Cattleridge Drive,,Sarasota,FL,34232,Main,6623658261,,,,www.hoveround.com,info@hoveround.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
762,763,"HPC, LLC",63 South Royal Street 800,,Mobile,AL,36602,Main,2514411900,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
763,764,Hubbard Clinic Regional Health Center,5038 Raymond Street,,Verona,MS,38879,Main,6625665593,,,(484) 401-3257,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
764,765,Hudspeth Regional Center,Highway 475 South,100 Hudspeth Center Circle,Whitfield,MS,39193,Main,6625665593,,,(601) 354-6945,www.hudspeth.info,,,,False,True,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False,True,True,True,True
765,766,"Hughes Medical Equipment, Incorporated",503 South Broadway,,Hughes,AR,72348,Main,8703393128,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
766,767,Hunter's Home Health,3800 Beechcrest Drive,,Jackson,MS,39211,Main,6019184706,Main,6018133065,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
767,768,Hunter's Pharmacy,401 Main Street,,Lake Village,AR,71653,Main,8702652220,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
768,769,"Hygeia Medical Equipment, LLC",40 South Palafox Place,Suite 400,Pensacola,FL,32502,Main,8504300014,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
769,770,Imani Community Outreach Center,308 East Jefferson Street,,Kosciusko,MS,39090,Main,6622897676,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
770,771,Immediate Care - Petal,50 Parkway Lane,,Petal,MS,39465,Main,6017052897,,,,www.hattiesburgclinic.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
771,772,Immediate Family Clinic,2490 Pass Road,,Biloxi,MS,39531,Main,2283853774,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
772,773,In-Home Respite Services,301 Humble Avenue,Suite 165,Hattiesburg,MS,39404,Main,6013366220,,,,,,,,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
773,774,"Ina Duplessis, Occupational Therapist",1583 East 2nd Street,,Pass Christian,MS,39571,Main,2284523260,,,,,,,,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
774,775,Independent Living (IL) Waiver,"550 High Street, Suite 1000",,Jackson,MS,39201,Main,2284523260,,,,http://www.medicaid.ms.gov/programs/independent-living-waiver/,,,,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
775,776,Indianola Family Medical Group,122 East Baker Street,,Indianola,MS,38751,Main,6628872212,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
776,777,Indian Run Estates,2010 Small Drive,,Pearl,MS,39208,Main,6019323336,Toll Free Hotline,8008372211,(601) 932-0018,http://www.unitedchurchhomes.org/affordable-housing-communities/53-mississippi/228-indian-run-estates,indianrunestates@uchinc.org,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
777,778,Indywood Assisted Living*,541 Dorsett Drive,,Indianola,MS,38751,Main,6628873005,,,(662) 887-8074,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
778,779,Indywood Glen LLC,1416 Erie Street,,Greenwood,MS,38930,Main,6624553878,,,(662) 455-6171,,,,,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True
779,780,"Indywood Personal Care Home, LLC",541 Dorsett Drive,,Indianola,MS,38751,Main,6628873005,,,(662) 887-8074,,,,,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True
780,781,Infuscience,8710 F Street,Suite 118,Omaha,NE,68127,Main,4023978330,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
781,782,Infusion Partners Incorporated,1680 Century Center Parkway Suite 9,,Memphis,TN,38134,Main,9013837077,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
782,783,InfuSystem Inc.,31700 Research Park Drive,,Madison Heights,MI,48071,Main,8006585582,,,(913) 764-5282,https://www.infusystem.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
783,784,In Health Medical Suppliers,107 North Front Street,,Winona,MS,38967,Main,6622831551,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
784,785,In His Presence Adult Day Care,504 Basket Street,,Itta Bena,MS,38941,Main,6629313646,,,,,,Chandra Barnes,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
785,786,In His Presence Adult Day Care,503 Highway 82 East,,Indianola,MS,38748,Main,6628878050,,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
786,787,In His Presence Adult Day Care,3291 Highway 82 E,,Greenville,MS,38701,Main,6623790238,,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
787,788,"In Loving Arms, LLC",3 White Chapel Road,,Carriere,MS,39426,Main,6017984440,Other,6017984447,,www.smpdd.com,,,,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
788,789,"In Motion Orthotics, LLC",224 Meadow Lane Street,,Eupora,MS,39744,Main,6622588201,,,(601) 638-7006,,,"Joey L. Carney, Sole Member",,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
789,790,Innovative Prosthetic Care Incorporated,% Leslie Blackledge,9034 B Carl Leggett Road,Gulfport,MS,39503,Main,2286040818,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
790,791,Innovative Prosthetic Care Tupelo,1714 North Gloster Street,,Tupelo,MS,38804,Main,6628423182,,,(601) 638-7006,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
791,792,Innovative Prosthetic Designs,523 Lincoln Road,,Columbus,MS,39705,Main,6622409700,,,(601) 638-7006,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
792,793,Inogen Incorporated,326 Bollay Drive,,Goleta,CA,93117,Main,6622409700,,,,www.inogen.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
793,794,Integrity Medical Supply,5703 Gulf Tech Drive,Suite H,Ocean Springs,MS,39564,Main,2288725848,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
794,795,Intellectual Disabilities/Developmental Disabilities (ID/DD)Waiver,"550 High Street, Suite 1000",Mississippi Division of Medicaid,Jackson,MS,39201,Main,2288725848,,,,https://medicaid.ms.gov/programs/intellectual-disabilitiesdevelopmental-disabilities-waiver/,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
795,796,"Interactive Patient  Care Attendant Services, LLC","3451 Washington Avenue, Suite E",,Gulfport,MS,39507,Main,2288725848,,,(228) 284-1713,www.interactivepcaservices.com,,,,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,False,True,True
796,797,Internal Medicine Clinic of Columbia,914 Sumrall Road,,Columbia,MS,39429,Main,6017311470,Other,6017311474,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
797,798,Internal Medicine Physicians,515 Simpson Drive,,Winona,MS,38967,Main,6622839993,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
798,799,Internal Medicine Rural Health Clinic of New Albany,300 Oxford Road,,New Albany,MS,38652,Main,6625348166,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
799,800,It's a Blessing Adult Day Care,902 Louisiana Street,,Shelby,MS,38774,Main,6623985263,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
800,801,It's A Blessing Homemaker Services,901 Louisiana Street,,Shelby,MS,38774,Main,6623985263,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
801,802,Itawamba County Health Department*,Post Office BOX 626,110 Crane Road,Fulton,MS,38843,Main,6628623710,,,(662) 862-4988,www.msdh.state.ms.us,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
802,803,Iuka Discount Drugs,1411 West Quitman Street,,Iuka,MS,38852,Main,6624239039,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
803,804,Jackson's Discount Pharmacy*,11340A Three Rivers Road,,Gulfport,MS,39503,Main,2288328000,,,601) 853-0389,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
804,805,Jackson County Civic Action,5343 Jefferson Ave. #2,,Moss Point,MS,39563,Main,2287693292,,,,http://www.jccivicaction.org/,,,,False,True,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False
805,806,Jackson County Civic Action Committee*,5343 Jefferson Street,,Moss Point,MS,39562,Main,2287625189,,,(228) 762-3264,www.jccivicaction.org,,,,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
806,807,Jackson County Health Department,6912 North Washington Avenue,,Ocean Springs,MS,39564,Main,2288724861,,,,www.msdh.state.ms.us,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
807,808,Jackson County Health Department and Environmental Office,4600 Vega Street,,Pascagoula,MS,39581,Main,2287621117,,,,www.msdh.state.ms.us,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
808,809,Jackson County Senior Companion,5343 Jefferson Street,,Pascagoula,MS,39567,Main,2286966529,Other,2286966530,,,,,,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False
809,810,Jackson Run Apartments,5620 Shaw Road,,Jackson,MS,39209,Main,6019233200,,,(601) 923-9787,,jacksonrun@uchinc.org,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
810,811,Jackson Street Baptist Church,1416 Jackson Street,,Vicksburg,MS,39183,Main,6016313723,Contact Person,7692322010,,http://www.jacksonstreetmbc.org/,,Fred Davis,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False
811,812,James Bennett Apothocary,2049 Shiloh Road,,Corinth,MS,38834,Main,6622866914,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
812,813,"Janmed Supply Company, Inc",1059 Ridgeland Place,Suite A,Jackson,MS,39211,Main,6015190550,,,(601) 519-0553,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
813,814,Jasper County Health Department,2761 Highway 15,,Bay Springs,MS,39422,Main,6017642419,,,,"http://msdh.ms.gov/msdhsite/_static/19,822,166.html",,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
814,815,JD Medical Supplies Inc,121 Edgewood Avenue,,Pittsburg,PA,15218,Main,4123710814,,,,www.jdmedicalsupply.com/,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
815,816,Jefferson Davis Community Hospital,1102 Rose Street,,Prentiss,MS,39474,Main,6017924276,,,(601) 792-2947,www.jdchospital.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
816,817,Jefferson Davis Community Hospital/Sojourners Unit*,1102 Rose Street,,Prentiss,MS,39474,Main,6017924276,,,(601) 792-2947,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
817,818,Jefferson Davis Health Department,1185-A Frontage Road,Post Office Box 517,Prentiss,MS,39474,Main,6017925135,Other,6017928916,,"http://www.msdh.state.ms.us/msdhsite/_static/19,866,166.html",,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
818,819,Jericho Baptist Church Food Pantry,2179 County Road 171,,Guntown,MS,38849,Main,6623652504,,,,,,Marvin Robbins,,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
819,820,Jernigan Healthcare Incorporated,901 Decatur Highway,,Fultondale,AL,35068,Main,2056311520,,,,jerniganhealthcare.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
820,821,Jim's Discount Drugs,705 Winter Street,,Lucedale,MS,39452,Main,6019476331,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
821,822,J J Hill Brace Limb Company,1619 Broad Avenue,,Gulfport,MS,39501,Main,2288630381,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
822,823,John C. Stennis Memorial Hospital*,14365 Highway 16 West,,Dekalb,MS,39328,Main,7694861000,Other,7694861042,,www.rushhealthsystems.org/stennis/index.cfm,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
823,824,Joint Active Systems Incorporated,2600 South Raney Street,,Effingham,IL,62401,Main,8008790117,,,,www.jointactivesystems.com/Contact-Us.aspx,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
824,825,Jones and Son Funeral Home - Beaumont,5th Street and Davis Avenue,,Beaumont,MS,39423,Main,6017842241,Other,6017886000,(601) 788-2333,www.jonesandsonfuneralhome.com,jonesandsonfh1@gmail.com,Frank or Ann Jones,President,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True
825,826,Jones and Son Funeral Home - Hattiesburg,6842 Highway 98 West,,Hattiesburg,MS,39402,Main,6012682241,Other,6017886000,(601) 788-2333,www.jonesandsonfuneral home.com,jonesandsonfh1@gmail.com,Frank or Ann Jones,President,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True
826,827,Jones and Son Funeral Home - Moselle,18 Moselle-Seminary Road,Post Office Box 3,Moselle,MS,39459,Main,6015847913,Other,6017886000,(601) 788-2333,www.jonesandsonfuneralhome.com,jonesandsonfh1@gmail.com,Frank or Ann Jones,President,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True
827,828,Jones and Son Funeral Home - Richton,104 Cypress Street,Post Office Box 449,Richton,MS,39476,Main,6017886000,,,(601) 788-2333,www.jonesandsonfuneralhome.com,jonesandsonfh1@gmail.com,Frank or Ann Jones,President,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True
828,829,Jones County Health Department,5168 Highway 11 South,Post Office Box 2487,Laurel,MS,39440,Main,6014263258,,,,"http://www.msdh.state.ms.us/msdhsite/_static/19,866,166.html",,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
829,830,Jones County Medical Supplies,104 South 13th Avenue,,Laurel,MS,39440,Main,6014262574,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
830,831,"Jones County Medical Supply, Inc.",104 South Thirteenth,,Laurel,MS,39440,Main,6014262574,Toll Free Hotline,8002730845,(601) 649-3185,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
831,832,Journey's Intensive Outpatient Program,Franklin County Memorial Hospital,115-B Highway 556,Meadville,MS,39653,Main,6013848083,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
832,833,Joy's Loving Care Adult Day Center,906 South Main St,,Rosedale,MS,38769,Main,6627596800,,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
833,834,Junearick Family Medical and Transportation*,813 Varsity Drive,,Tupelo,MS,38801,Main,8664272186,,,,www.junearickfamilymedical.com,,,,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
834,835,"Kare-in-Home Health Services, Incorporated/Gulfport",10281 Corporate Drive,,Gulfport,MS,39503,Main,8664272186,,,(228) 604-2154,www.kareinhome.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
835,836,"Kare-in-Home Health Services, Incorporated/Lucedale",17232 Highway 26 West,,Lucedale,MS,39452,Main,8664272186,,,,www.kareinhome.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
836,837,"Kare-in-Home Health Services, Incorporated/Pascagoula",4509 Hospital Street,,Pascagoula,MS,39581,Main,8664272186,,,,www.kareinhome.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
837,838,"Kare-in-Home Health Services, Incorporated/Picayune",1702 US Highway 11 North,Suite C,Picayune,MS,39466,Main,8664272186,,,,www.kareinhome.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
838,839,Kare-In-Home Health Services - Hattiesburg,"6222 HIghway 98, Suite 200",,Hattiesburg,MS,39402,Main,6013367855,Toll Free Hotline,8557256441,(601) 336-7064,www.kareinhome.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True
839,840,Keesler Medical Center,301 Fisher Street,,Biloxi,MS,39534,Main,2283776550,Toll Free Hotline,8004445445,,www.keesler.af.mil/units/81stmedicalgroup.asp,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
840,841,Kemper County Health Department*,14431 Highway 16 West,,Dekalb,MS,39328,Main,6017435865,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
841,842,Kemper Family Medical Clinic*,201 Birch Street,,Dekalb,MS,39328,Main,6017432642,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
842,843,Keplere' Institute of Technology's,"612 North Sunflower Extended, Building 11",,Indianola,MS,38751,Main,6628876199,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
843,844,Kilmichael Drug Store,306 Lamar Street,,Kilmichael,MS,39747,Main,6622624220,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
844,845,Kinex Medical Company LLC,1801 Airport Road Suite D,,Waukesha,WI,53188,Main,8008456364,,,(888) 845-3342,www.kinexmedical.com,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
845,846,KLS Medical Services,13220 Old Loche Road,,Olive Branch,MS,38654,Main,9015915567,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
846,847,Kohlls Pharmacy and Homecare,5110 L Street,,Omaha,NE,68117,Main,9015915567,,,,kohlls.com,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True
847,848,Kustom Kinetics,3845 Goodman Road East,,Southaven,MS,38672,Main,2053800074,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
848,849,"Kwik Kare, Incorporated",3004 Bienville Boulevard,,Ocean Springs,MS,39456,Main,2288753825,Toll Free Hotline,8009595103,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
849,850,Lafayette County Health Department*,Post Office Box 1395,101 Veterans Drive,Oxford,MS,38655,Main,6622345231,,,(662) 234-7428,www.msdh.state.ms.us,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
850,851,Laird Hospital*,25117 Highway 15,,Union,MS,39365,Main,6017748214,Other,6017745751,,www.rushhealthsystems.org/laird/index.cfm,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
851,852,Laird Senior Care Airpark*,401 East Beacon Street,,Philadelphia,MS,39350,Main,6016568108,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,True,True,True
